Time (sec)	¥ÄZ/Z0 (%)	¥ÄZ/Z0 (%) with a smoothing filter
85.699	-0.78759	-0.2441
85.798	-0.78587	-0.24352
85.898	-0.78449	-0.24294
85.997	-0.78423	-0.24237
86.096	-0.78477	-0.24179
86.196	-0.78642	-0.24121
86.295	-0.78893	-0.24064
86.394	-0.79236	-0.24006
86.493	-0.79684	-0.23948
86.593	-0.80305	-0.23891
86.692	-0.81076	-0.23833
86.791	-0.81957	-0.23776
86.891	-0.82869	-0.23718
86.99	-0.83799	-0.2366
87.089	-0.84762	-0.23603
87.189	-0.85719	-0.23545
87.288	-0.86711	-0.23488
87.387	-0.87606	-0.2343
87.487	-0.88328	-0.23373
87.586	-0.88913	-0.23315
87.685	-0.89434	-0.23258
87.784	-0.89883	-0.23201
87.884	-0.90291	-0.23143
87.983	-0.90633	-0.23086
88.082	-0.90998	-0.23028
88.182	-0.91402	-0.22971
88.281	-0.91772	-0.22914
88.38	-0.92104	-0.22857
88.48	-0.92292	-0.22799
88.579	-0.92388	-0.22742
88.678	-0.92539	-0.22685
88.777	-0.92622	-0.22627
88.877	-0.92628	-0.2257
88.976	-0.92433	-0.22513
89.075	-0.91976	-0.22456
89.175	-0.91455	-0.22399
89.274	-0.90911	-0.22341
89.373	-0.90401	-0.22284
89.473	-0.89971	-0.22227
89.572	-0.89576	-0.2217
89.671	-0.89187	-0.22113
89.77	-0.88889	-0.22056
89.87	-0.88682	-0.21999
89.969	-0.88547	-0.21942
90.068	-0.88471	-0.21885
90.168	-0.88433	-0.21828
90.267	-0.88426	-0.21771
90.366	-0.88485	-0.21714
90.466	-0.88598	-0.21657
90.565	-0.886	-0.216
90.664	-0.88496	-0.21543
90.764	-0.88184	-0.21486
90.863	-0.87666	-0.21429
90.962	-0.87079	-0.21372
91.061	-0.86444	-0.21315
91.161	-0.85804	-0.21259
91.26	-0.85214	-0.21202
91.359	-0.84659	-0.21145
91.459	-0.84107	-0.21088
91.558	-0.8363	-0.21031
91.657	-0.83159	-0.20975
91.757	-0.82822	-0.20918
91.856	-0.82541	-0.20861
91.955	-0.82272	-0.20804
92.054	-0.82093	-0.20748
92.154	-0.81866	-0.20691
92.253	-0.81682	-0.20634
92.352	-0.81506	-0.20578
92.452	-0.81172	-0.20521
92.551	-0.80755	-0.20465
92.65	-0.80241	-0.20408
92.75	-0.79667	-0.20351
92.849	-0.79108	-0.20295
92.948	-0.78524	-0.20238
93.047	-0.77975	-0.20182
93.147	-0.77472	-0.20125
93.246	-0.77046	-0.20069
93.345	-0.76792	-0.20012
93.445	-0.76694	-0.19956
93.544	-0.76674	-0.19899
93.643	-0.76674	-0.19843
93.743	-0.76553	-0.19787
93.842	-0.76232	-0.1973
93.941	-0.75693	-0.19674
94.041	-0.75102	-0.19617
94.14	-0.74572	-0.19561
94.239	-0.74091	-0.19505
94.338	-0.73727	-0.19448
94.438	-0.73386	-0.19392
94.537	-0.72966	-0.19336
94.636	-0.72472	-0.1928
94.736	-0.71894	-0.19223
94.835	-0.71259	-0.19167
94.934	-0.70561	-0.19111
95.034	-0.69807	-0.19055
95.133	-0.68939	-0.18999
95.232	-0.67947	-0.18942
95.331	-0.6682	-0.18886
95.431	-0.65535	-0.1883
95.53	-0.6416	-0.18774
95.629	-0.62741	-0.18718
95.729	-0.61327	-0.18662
95.828	-0.59926	-0.18606
95.927	-0.58582	-0.1855
96.027	-0.57161	-0.18494
96.126	-0.55657	-0.18438
96.225	-0.54098	-0.18382
96.324	-0.53004	-0.18326
96.424	-0.52031	-0.1827
96.523	-0.5116	-0.18214
96.622	-0.50395	-0.18158
96.722	-0.4971	-0.18102
96.821	-0.49037	-0.18046
96.92	-0.48276	-0.1799
97.02	-0.47484	-0.17935
97.119	-0.46733	-0.17879
97.218	-0.45808	-0.17823
97.318	-0.44778	-0.17767
97.417	-0.43584	-0.17711
97.516	-0.42194	-0.17656
97.615	-0.40676	-0.176
97.715	-0.39107	-0.17544
97.814	-0.37493	-0.17488
97.913	-0.35879	-0.17433
98.013	-0.34297	-0.17377
98.112	-0.32758	-0.17321
98.211	-0.31179	-0.17266
98.311	-0.29556	-0.1721
98.41	-0.27912	-0.17154
98.509	-0.26195	-0.17099
98.608	-0.24445	-0.17043
98.708	-0.22614	-0.16988
98.807	-0.20708	-0.16932
98.906	-0.18785	-0.16877
99.006	-0.16916	-0.16821
99.105	-0.15147	-0.16766
99.204	-0.13662	-0.1671
99.304	-0.12562	-0.16655
99.403	-0.11908	-0.16599
99.502	-0.11702	-0.16544
99.601	-0.11859	-0.16488
99.701	-0.12073	-0.16433
99.8	-0.12185	-0.16378
99.899	-0.12093	-0.16322
99.999	-0.11685	-0.16267
100.098	-0.11104	-0.16211
100.197	-0.10398	-0.16156
100.297	-0.09618	-0.16101
100.396	-0.08776	-0.16046
100.495	-0.07833	-0.1599
100.595	-0.06849	-0.15935
100.694	-0.05798	-0.1588
100.793	-0.04734	-0.15825
100.892	-0.03694	-0.15769
100.992	-0.02752	-0.15714
101.091	-0.01859	-0.15659
101.19	-0.00984	-0.15604
101.29	-0.0013	-0.15549
101.389	0.00855	-0.15494
101.488	0.01896	-0.15439
101.588	0.03028	-0.15383
101.687	0.04148	-0.15328
101.786	0.0524	-0.15273
101.885	0.06232	-0.15218
101.985	0.07065	-0.15163
102.084	0.07852	-0.15108
102.183	0.08459	-0.15053
102.283	0.08871	-0.14998
102.382	0.09146	-0.14943
102.481	0.0926	-0.14889
102.581	0.09299	-0.14834
102.68	0.09358	-0.14779
102.779	0.09415	-0.14724
102.878	0.09372	-0.14669
102.978	0.09286	-0.14614
103.077	0.09168	-0.14559
103.176	0.0899	-0.14504
103.276	0.08872	-0.1445
103.375	0.08732	-0.14395
103.474	0.08583	-0.1434
103.574	0.08372	-0.14285
103.673	0.08118	-0.14231
103.772	0.07846	-0.14176
103.872	0.07503	-0.14121
103.971	0.07182	-0.14067
104.07	0.06838	-0.14012
104.169	0.06573	-0.13957
104.269	0.06355	-0.13903
104.368	0.06164	-0.13848
104.467	0.0597	-0.13793
104.567	0.0567	-0.13739
104.666	0.05333	-0.13684
104.765	0.04884	-0.1363
104.865	0.04411	-0.13575
104.964	0.03876	-0.13521
105.063	0.03284	-0.13466
105.162	0.02662	-0.13412
105.262	0.01986	-0.13357
105.361	0.01262	-0.13303
105.46	0.00489	-0.13248
105.56	-0.00223	-0.13194
105.659	-0.00974	-0.1314
105.758	-0.0169	-0.13085
105.858	-0.02331	-0.13031
105.957	-0.02951	-0.12977
106.056	-0.03477	-0.12922
106.155	-0.0397	-0.12868
106.255	-0.0451	-0.12814
106.354	-0.05065	-0.12759
106.453	-0.05649	-0.12705
106.553	-0.06149	-0.12651
106.652	-0.06554	-0.12597
106.751	-0.06816	-0.12542
106.851	-0.0703	-0.12488
106.95	-0.07223	-0.12434
107.049	-0.07363	-0.1238
107.149	-0.07524	-0.12326
107.248	-0.07667	-0.12272
107.347	-0.07814	-0.12217
107.446	-0.08014	-0.12163
107.546	-0.08268	-0.12109
107.645	-0.08518	-0.12055
107.744	-0.0879	-0.12001
107.844	-0.09054	-0.11947
107.943	-0.09313	-0.11893
108.042	-0.09499	-0.11839
108.142	-0.09642	-0.11785
108.241	-0.09813	-0.11731
108.34	-0.10032	-0.11677
108.439	-0.10326	-0.11623
108.539	-0.10631	-0.1157
108.638	-0.10895	-0.11516
108.737	-0.11068	-0.11462
108.837	-0.11227	-0.11408
108.936	-0.11428	-0.11354
109.035	-0.11715	-0.113
109.135	-0.12074	-0.11246
109.234	-0.12477	-0.11193
109.333	-0.12938	-0.11139
109.432	-0.13319	-0.11085
109.532	-0.13637	-0.11031
109.631	-0.13858	-0.10978
109.73	-0.13864	-0.10924
109.83	-0.13761	-0.1087
109.929	-0.13554	-0.10817
110.028	-0.13373	-0.10763
110.128	-0.13218	-0.10709
110.227	-0.13152	-0.10656
110.326	-0.13143	-0.10602
110.426	-0.13087	-0.10548
110.525	-0.13083	-0.10495
110.624	-0.13114	-0.10441
110.723	-0.13269	-0.10388
110.823	-0.13611	-0.10334
110.922	-0.14123	-0.10281
111.021	-0.14669	-0.10227
111.121	-0.15206	-0.10174
111.22	-0.15612	-0.1012
111.319	-0.15913	-0.10067
111.419	-0.16149	-0.10014
111.518	-0.16325	-0.0996
111.617	-0.16648	-0.09907
111.716	-0.17027	-0.09853
111.816	-0.17512	-0.098
111.915	-0.18116	-0.09747
112.014	-0.18624	-0.09693
112.114	-0.19104	-0.0964
112.213	-0.1949	-0.09587
112.312	-0.19876	-0.09533
112.412	-0.20336	-0.0948
112.511	-0.20841	-0.09427
112.61	-0.21429	-0.09374
112.709	-0.21951	-0.09321
112.809	-0.22374	-0.09267
112.908	-0.22761	-0.09214
113.007	-0.22993	-0.09161
113.107	-0.23168	-0.09108
113.206	-0.23259	-0.09055
113.305	-0.23247	-0.09002
113.405	-0.23215	-0.08949
113.504	-0.23164	-0.08896
113.603	-0.23184	-0.08843
113.703	-0.23201	-0.08789
113.802	-0.23245	-0.08736
113.901	-0.23331	-0.08683
114	-0.23415	-0.0863
114.1	-0.23444	-0.08578
114.199	-0.23435	-0.08525
114.298	-0.23307	-0.08472
114.398	-0.23092	-0.08419
114.497	-0.22845	-0.08366
114.596	-0.22539	-0.08313
114.696	-0.22235	-0.0826
114.795	-0.21782	-0.08207
114.894	-0.21261	-0.08154
114.993	-0.2073	-0.08102
115.093	-0.2021	-0.08049
115.192	-0.19803	-0.07996
115.291	-0.19533	-0.07943
115.391	-0.19344	-0.0789
115.49	-0.19209	-0.07838
115.589	-0.19112	-0.07785
115.689	-0.19048	-0.07732
115.788	-0.19044	-0.0768
115.887	-0.18974	-0.07627
115.986	-0.18968	-0.07574
116.086	-0.18975	-0.07522
116.185	-0.18951	-0.07469
116.284	-0.18372	-0.07417
116.384	-0.17561	-0.07364
116.483	-0.16501	-0.07311
116.582	-0.1518	-0.07259
116.682	-0.13728	-0.07206
116.781	-0.12243	-0.07154
116.88	-0.10822	-0.07101
116.98	-0.09575	-0.07049
117.079	-0.08421	-0.06996
117.178	-0.07518	-0.06944
117.277	-0.06843	-0.06891
117.377	-0.06369	-0.06839
117.476	-0.06115	-0.06787
117.575	-0.05962	-0.06734
117.675	-0.05854	-0.06682
117.774	-0.0582	-0.0663
117.873	-0.05754	-0.06577
117.973	-0.05699	-0.06525
118.072	-0.05672	-0.06473
118.171	-0.05669	-0.0642
118.27	-0.05722	-0.06368
118.37	-0.05903	-0.06316
118.469	-0.06194	-0.06264
118.568	-0.06674	-0.06211
118.668	-0.07435	-0.06159
118.767	-0.08399	-0.06107
118.866	-0.09593	-0.06055
118.966	-0.10906	-0.06003
119.065	-0.12246	-0.05951
119.164	-0.13432	-0.05898
119.263	-0.14345	-0.05846
119.363	-0.14909	-0.05794
119.462	-0.1507	-0.05742
119.561	-0.14925	-0.0569
119.661	-0.14725	-0.05638
119.76	-0.14603	-0.05586
119.859	-0.14653	-0.05534
119.959	-0.15009	-0.05482
120.058	-0.15519	-0.0543
120.157	-0.16131	-0.05378
120.257	-0.16833	-0.05326
120.356	-0.17532	-0.05274
120.455	-0.1826	-0.05223
120.554	-0.19025	-0.05171
120.654	-0.19815	-0.05119
120.753	-0.20519	-0.05067
120.852	-0.21077	-0.05015
120.952	-0.21422	-0.04963
121.051	-0.2164	-0.04912
121.15	-0.21882	-0.0486
121.25	-0.22212	-0.04808
121.349	-0.22661	-0.04756
121.448	-0.23164	-0.04705
121.547	-0.23711	-0.04653
121.647	-0.2426	-0.04601
121.746	-0.24734	-0.04549
121.845	-0.2522	-0.04498
121.945	-0.2565	-0.04446
122.044	-0.26122	-0.04395
122.143	-0.26562	-0.04343
122.243	-0.2685	-0.04291
122.342	-0.27021	-0.0424
122.441	-0.27019	-0.04188
122.54	-0.26986	-0.04137
122.64	-0.26968	-0.04085
122.739	-0.27036	-0.04034
122.838	-0.27177	-0.03982
122.938	-0.27377	-0.03931
123.037	-0.27637	-0.03879
123.136	-0.27899	-0.03828
123.236	-0.2813	-0.03776
123.335	-0.28385	-0.03725
123.434	-0.28748	-0.03674
123.534	-0.29161	-0.03622
123.633	-0.29678	-0.03571
123.732	-0.30193	-0.03519
123.831	-0.30582	-0.03468
123.931	-0.3088	-0.03417
124.03	-0.31078	-0.03366
124.129	-0.31283	-0.03314
124.229	-0.31508	-0.03263
124.328	-0.31775	-0.03212
124.427	-0.32021	-0.03161
124.527	-0.322	-0.03109
124.626	-0.32328	-0.03058
124.725	-0.32375	-0.03007
124.824	-0.32412	-0.02956
124.924	-0.32463	-0.02905
125.023	-0.32491	-0.02854
125.122	-0.32466	-0.02802
125.222	-0.32373	-0.02751
125.321	-0.32141	-0.027
125.42	-0.31787	-0.02649
125.52	-0.31438	-0.02598
125.619	-0.31046	-0.02547
125.718	-0.30704	-0.02496
125.817	-0.30513	-0.02445
125.917	-0.3041	-0.02394
126.016	-0.30403	-0.02343
126.115	-0.3039	-0.02292
126.215	-0.30289	-0.02241
126.314	-0.3009	-0.02191
126.413	-0.29795	-0.0214
126.513	-0.29531	-0.02089
126.612	-0.29301	-0.02038
126.711	-0.29142	-0.01987
126.811	-0.29042	-0.01936
126.91	-0.28919	-0.01885
127.009	-0.28744	-0.01835
127.108	-0.28451	-0.01784
127.208	-0.28118	-0.01733
127.307	-0.27801	-0.01682
127.406	-0.2753	-0.01632
127.506	-0.27333	-0.01581
127.605	-0.27119	-0.0153
127.704	-0.26852	-0.0148
127.804	-0.26568	-0.01429
127.903	-0.26241	-0.01378
128.002	-0.25959	-0.01328
128.101	-0.25706	-0.01277
128.201	-0.254	-0.01227
128.3	-0.25022	-0.01176
128.399	-0.24527	-0.01125
128.499	-0.23922	-0.01075
128.598	-0.23209	-0.01024
128.697	-0.22428	-0.00974
128.797	-0.21594	-0.00923
128.896	-0.20733	-0.00873
128.995	-0.19874	-0.00823
129.094	-0.1903	-0.00772
129.194	-0.18216	-0.00722
129.293	-0.17391	-0.00671
129.392	-0.16653	-0.00621
129.492	-0.15972	-0.00571
129.591	-0.15389	-0.0052
129.69	-0.14972	-0.0047
129.79	-0.1462	-0.0042
129.889	-0.14358	-0.00369
129.988	-0.14037	-0.00319
130.088	-0.13664	-0.00269
130.187	-0.13228	-0.00218
130.286	-0.12732	-0.00168
130.385	-0.12285	-0.00118
130.485	-0.1186	-6.78E-04
130.584	-0.11512	-1.76E-04
130.683	-0.11246	3.26E-04
130.783	-0.10996	8.27E-04
130.882	-0.10725	0.00133
130.981	-0.10391	0.00183
131.081	-0.10086	0.00233
131.18	-0.09883	0.00283
131.279	-0.0983	0.00333
131.378	-0.09946	0.00383
131.478	-0.10125	0.00433
131.577	-0.1024	0.00483
131.676	-0.10283	0.00533
131.776	-0.1021	0.00583
131.875	-0.10017	0.00633
131.974	-0.09858	0.00683
132.074	-0.09678	0.00733
132.173	-0.09568	0.00783
132.272	-0.09479	0.00833
132.371	-0.09361	0.00883
132.471	-0.09141	0.00933
132.57	-0.08831	0.00983
132.669	-0.08524	0.01032
132.769	-0.08227	0.01082
132.868	-0.07973	0.01132
132.967	-0.07825	0.01182
133.067	-0.07666	0.01232
133.166	-0.07493	0.01281
133.265	-0.07348	0.01331
133.365	-0.07137	0.01381
133.464	-0.06976	0.0143
133.563	-0.06821	0.0148
133.662	-0.06695	0.0153
133.762	-0.06558	0.01579
133.861	-0.06317	0.01629
133.96	-0.05967	0.01679
134.06	-0.05515	0.01728
134.159	-0.0497	0.01778
134.258	-0.04397	0.01827
134.358	-0.03771	0.01877
134.457	-0.03082	0.01926
134.556	-0.02263	0.01976
134.655	-0.01281	0.02025
134.755	-0.00308	0.02075
134.854	0.0071	0.02124
134.953	0.01746	0.02174
135.053	0.02814	0.02223
135.152	0.03959	0.02273
135.251	0.05166	0.02322
135.351	0.06311	0.02371
135.45	0.07345	0.02421
135.549	0.08262	0.0247
135.648	0.09087	0.02519
135.748	0.09817	0.02569
135.847	0.1041	0.02618
135.946	0.10956	0.02667
136.046	0.1136	0.02717
136.145	0.11612	0.02766
136.244	0.11753	0.02815
136.344	0.11694	0.02864
136.443	0.11459	0.02913
136.542	0.11001	0.02963
136.642	0.10429	0.03012
136.741	0.09815	0.03061
136.84	0.0918	0.0311
136.939	0.08691	0.03159
137.039	0.0823	0.03208
137.138	0.07838	0.03257
137.237	0.07482	0.03306
137.337	0.07113	0.03355
137.436	0.06746	0.03404
137.535	0.06298	0.03453
137.635	0.05768	0.03502
137.734	0.05215	0.03551
137.833	0.04646	0.036
137.932	0.04101	0.03649
138.032	0.03583	0.03698
138.131	0.03063	0.03747
138.23	0.02515	0.03796
138.33	0.01993	0.03845
138.429	0.01495	0.03894
138.528	0.01027	0.03943
138.628	0.00655	0.03991
138.727	0.00315	0.0404
138.826	6.21E-04	0.04089
138.925	-0.00111	0.04138
139.025	-0.00251	0.04187
139.124	-0.00389	0.04235
139.223	-0.00504	0.04284
139.323	-0.00526	0.04333
139.422	-0.00421	0.04381
139.521	-8.13E-04	0.0443
139.621	0.00409	0.04479
139.72	0.00998	0.04527
139.819	0.01608	0.04576
139.919	0.0221	0.04625
140.018	0.02772	0.04673
140.117	0.0328	0.04722
140.216	0.03784	0.0477
140.316	0.04243	0.04819
140.415	0.04755	0.04867
140.514	0.05373	0.04916
140.614	0.06074	0.04964
140.713	0.06821	0.05013
140.812	0.07506	0.05061
140.912	0.08021	0.0511
141.011	0.08406	0.05158
141.11	0.08675	0.05207
141.209	0.08948	0.05255
141.309	0.09144	0.05303
141.408	0.09189	0.05352
141.507	0.09027	0.054
141.607	0.08606	0.05448
141.706	0.0801	0.05497
141.805	0.07373	0.05545
141.905	0.06721	0.05593
142.004	0.0611	0.05641
142.103	0.05508	0.0569
142.202	0.04874	0.05738
142.302	0.0415	0.05786
142.401	0.03314	0.05834
142.5	0.02428	0.05882
142.6	0.0148	0.05931
142.699	0.00653	0.05979
142.798	-7.77E-04	0.06027
142.898	-0.00713	0.06075
142.997	-0.01292	0.06123
143.096	-0.01899	0.06171
143.196	-0.02568	0.06219
143.295	-0.03313	0.06267
143.394	-0.04018	0.06315
143.493	-0.04699	0.06363
143.593	-0.05305	0.06411
143.692	-0.05853	0.06459
143.791	-0.06529	0.06507
143.891	-0.07328	0.06555
143.99	-0.08231	0.06603
144.089	-0.09178	0.06651
144.189	-0.10053	0.06699
144.288	-0.10794	0.06747
144.387	-0.11438	0.06794
144.486	-0.12058	0.06842
144.586	-0.12714	0.0689
144.685	-0.13452	0.06938
144.784	-0.14197	0.06986
144.884	-0.14837	0.07033
144.983	-0.15313	0.07081
145.082	-0.15603	0.07129
145.182	-0.1576	0.07177
145.281	-0.15895	0.07224
145.38	-0.16058	0.07272
145.479	-0.16247	0.0732
145.579	-0.16554	0.07367
145.678	-0.16868	0.07415
145.777	-0.17146	0.07463
145.877	-0.17371	0.0751
145.976	-0.17538	0.07558
146.075	-0.17692	0.07605
146.175	-0.17844	0.07653
146.274	-0.18128	0.077
146.373	-0.18528	0.07748
146.473	-0.1905	0.07795
146.572	-0.19656	0.07843
146.671	-0.20287	0.0789
146.77	-0.2092	0.07938
146.87	-0.21523	0.07985
146.969	-0.22215	0.08033
147.068	-0.22987	0.0808
147.168	-0.23719	0.08127
147.267	-0.24398	0.08175
147.366	-0.24918	0.08222
147.466	-0.25241	0.08269
147.565	-0.25462	0.08317
147.664	-0.25613	0.08364
147.763	-0.25768	0.08411
147.863	-0.25935	0.08459
147.962	-0.26135	0.08506
148.061	-0.26367	0.08553
148.161	-0.26554	0.086
148.26	-0.2673	0.08647
148.359	-0.26862	0.08695
148.459	-0.26972	0.08742
148.558	-0.27675	0.08789
148.657	-0.28354	0.08836
148.756	-0.2902	0.08883
148.856	-0.29716	0.0893
148.955	-0.30403	0.08977
149.054	-0.31061	0.09053
149.154	-0.31675	0.09128
149.253	-0.32181	0.09201
149.352	-0.326	0.09274
149.452	-0.32977	0.09345
149.551	-0.3329	0.09416
149.65	-0.33551	0.09486
149.75	-0.33712	0.09556
149.849	-0.33783	0.09625
149.948	-0.33819	0.09694
150.047	-0.33862	0.09763
150.147	-0.33881	0.0983
150.246	-0.33904	0.09898
150.345	-0.33857	0.09964
150.445	-0.3374	0.1003
150.544	-0.33556	0.10095
150.643	-0.33281	0.1016
150.743	-0.33	0.10224
150.842	-0.32713	0.10287
150.941	-0.32552	0.1035
151.04	-0.32409	0.10411
151.14	-0.32305	0.10472
151.239	-0.32184	0.10532
151.338	-0.31974	0.10591
151.438	-0.31785	0.10649
151.537	-0.31629	0.10706
151.636	-0.31483	0.10762
151.736	-0.31325	0.10816
151.835	-0.30996	0.10869
151.934	-0.30509	0.1092
152.033	-0.2991	0.10969
152.133	-0.29325	0.11016
152.232	-0.28875	0.11061
152.331	-0.28522	0.11103
152.431	-0.28279	0.11144
152.53	-0.28038	0.11182
152.629	-0.27737	0.11217
152.729	-0.2733	0.1125
152.828	-0.26828	0.11281
152.927	-0.26145	0.1131
153.027	-0.25366	0.11336
153.126	-0.24488	0.1136
153.225	-0.23408	0.11381
153.324	-0.22209	0.114
153.424	-0.20778	0.11417
153.523	-0.19161	0.11432
153.622	-0.1742	0.11445
153.722	-0.15565	0.11455
153.821	-0.13729	0.11463
153.92	-0.11923	0.11469
154.02	-0.1022	0.11474
154.119	-0.08695	0.11476
154.218	-0.07227	0.11477
154.317	-0.05832	0.11476
154.417	-0.04535	0.11475
154.516	-0.03389	0.11472
154.615	-0.02473	0.11468
154.715	-0.01695	0.11464
154.814	-0.01052	0.11458
154.913	-0.0042	0.11452
155.013	0.00133	0.11446
155.112	0.00557	0.11438
155.211	0.00877	0.1143
155.31	0.01053	0.11422
155.41	0.01262	0.11413
155.509	0.01529	0.11404
155.608	0.01811	0.11394
155.708	0.02198	0.11385
155.807	0.02511	0.11374
155.906	0.02738	0.11363
156.006	0.02933	0.11351
156.105	0.03069	0.11339
156.204	0.03149	0.11326
156.304	0.03158	0.11313
156.403	0.03129	0.11299
156.502	0.0306	0.11284
156.601	0.02984	0.11269
156.701	0.02911	0.11254
156.8	0.02818	0.11238
156.899	0.0268	0.11223
156.999	0.02566	0.11207
157.098	0.02423	0.11192
157.197	0.02267	0.11177
157.297	0.02121	0.11162
157.396	0.01911	0.11147
157.495	0.01738	0.11134
157.594	0.01575	0.1112
157.694	0.01387	0.11108
157.793	0.01259	0.11096
157.892	0.01133	0.11084
157.992	0.01093	0.11073
158.091	0.01135	0.11063
158.19	0.01233	0.11053
158.29	0.01341	0.11044
158.389	0.01305	0.11035
158.488	0.01248	0.11028
158.587	0.01212	0.11021
158.687	0.01259	0.11014
158.786	0.01558	0.11009
158.885	0.0204	0.11004
158.985	0.02654	0.11001
159.084	0.03367	0.10998
159.183	0.04083	0.10998
159.283	0.04698	0.10998
159.382	0.05155	0.11001
159.481	0.05415	0.11005
159.581	0.05529	0.1101
159.68	0.05513	0.11017
159.779	0.05415	0.11026
159.878	0.05304	0.11037
159.978	0.05145	0.1105
160.077	0.04944	0.11064
160.176	0.0471	0.11082
160.276	0.04424	0.11101
160.375	0.03931	0.11123
160.474	0.03299	0.11148
160.574	0.02419	0.11175
160.673	0.01246	0.11205
160.772	-9.74E-04	0.11237
160.871	-0.01639	0.11271
160.971	-0.03272	0.11308
161.07	-0.04832	0.11347
161.169	-0.06327	0.11387
161.269	-0.07628	0.1143
161.368	-0.08724	0.11475
161.467	-0.09625	0.11522
161.567	-0.10285	0.11571
161.666	-0.10824	0.11621
161.765	-0.1126	0.11673
161.864	-0.11662	0.11727
161.964	-0.12039	0.11782
162.063	-0.12364	0.11839
162.162	-0.12712	0.11897
162.262	-0.12981	0.11956
162.361	-0.13258	0.12016
162.46	-0.13595	0.12078
162.56	-0.13909	0.1214
162.659	-0.14335	0.12204
162.758	-0.14827	0.12268
162.858	-0.15286	0.12333
162.957	-0.15754	0.12399
163.056	-0.16239	0.12466
163.155	-0.16718	0.12534
163.255	-0.17228	0.12602
163.354	-0.17828	0.1267
163.453	-0.18479	0.12739
163.553	-0.19142	0.12809
163.652	-0.19786	0.12879
163.751	-0.20244	0.1295
163.851	-0.20626	0.13021
163.95	-0.20972	0.13093
164.049	-0.21302	0.13165
164.148	-0.21762	0.13237
164.248	-0.2226	0.1331
164.347	-0.22787	0.13383
164.446	-0.23382	0.13455
164.546	-0.24036	0.13528
164.645	-0.2478	0.13601
164.744	-0.25676	0.13674
164.844	-0.26881	0.13747
164.943	-0.28421	0.13821
165.042	-0.30359	0.13894
165.141	-0.32682	0.13968
165.241	-0.35176	0.14042
165.34	-0.37759	0.14116
165.439	-0.40254	0.14191
165.539	-0.42533	0.14266
165.638	-0.44632	0.14342
165.737	-0.46498	0.14418
165.837	-0.48205	0.14494
165.936	-0.49762	0.1457
166.035	-0.51216	0.14647
166.135	-0.52674	0.14724
166.234	-0.54091	0.14802
166.333	-0.55463	0.14881
166.432	-0.56686	0.1496
166.532	-0.57741	0.15039
166.631	-0.58541	0.15118
166.73	-0.59193	0.15198
166.83	-0.59778	0.15279
166.929	-0.60208	0.1536
167.028	-0.60631	0.15441
167.128	-0.60935	0.15524
167.227	-0.61164	0.15606
167.326	-0.61391	0.15689
167.425	-0.61654	0.15771
167.525	-0.61965	0.15854
167.624	-0.62302	0.15936
167.723	-0.62554	0.16018
167.823	-0.62648	0.161
167.922	-0.62552	0.16181
168.021	-0.62252	0.16261
168.121	-0.61866	0.16342
168.22	-0.614	0.16422
168.319	-0.6097	0.16502
168.418	-0.60587	0.16582
168.518	-0.59639	0.16663
168.617	-0.58701	0.16744
168.716	-0.57715	0.16824
168.816	-0.56671	0.16905
168.915	-0.55601	0.16986
169.014	-0.54559	0.17067
169.114	-0.53512	0.17148
169.213	-0.52469	0.17229
169.312	-0.5138	0.17311
169.412	-0.50183	0.17392
169.511	-0.48965	0.17473
169.61	-0.47732	0.17553
169.709	-0.46543	0.17633
169.809	-0.45368	0.17713
169.908	-0.44165	0.17791
170.007	-0.42898	0.17869
170.107	-0.41563	0.17946
170.206	-0.40218	0.18022
170.305	-0.38901	0.18098
170.405	-0.37629	0.18172
170.504	-0.3643	0.18246
170.603	-0.3523	0.18318
170.702	-0.33893	0.1839
170.802	-0.3238	0.1846
170.901	-0.30626	0.18529
171	-0.28677	0.18597
171.1	-0.26613	0.18664
171.199	-0.24498	0.18729
171.298	-0.2236	0.18794
171.398	-0.20183	0.18857
171.497	-0.17939	0.18919
171.596	-0.15669	0.18981
171.695	-0.13398	0.19041
171.795	-0.11214	0.19101
171.894	-0.09138	0.19159
171.993	-0.07206	0.19218
172.093	-0.05274	0.19275
172.192	-0.03284	0.19332
172.291	-0.01265	0.19387
172.391	0.00825	0.19442
172.49	0.02911	0.19496
172.589	0.04931	0.19549
172.689	0.06851	0.19602
172.788	0.08696	0.19655
172.887	0.10413	0.19707
172.986	0.12031	0.19759
173.086	0.13489	0.19811
173.185	0.147	0.19863
173.284	0.15627	0.19916
173.384	0.16177	0.19968
173.483	0.16481	0.2002
173.582	0.16631	0.20072
173.682	0.16666	0.20124
173.781	0.16733	0.20177
173.88	0.16763	0.2023
173.979	0.16816	0.20282
174.079	0.16933	0.20336
174.178	0.17067	0.20389
174.277	0.1722	0.20443
174.377	0.17378	0.20498
174.476	0.17621	0.20553
174.575	0.17925	0.2061
174.675	0.18311	0.20667
174.774	0.18811	0.20725
174.873	0.19264	0.20783
174.972	0.19693	0.20842
175.072	0.20147	0.20901
175.171	0.20615	0.20961
175.27	0.21237	0.21021
175.37	0.21947	0.21082
175.469	0.22749	0.21143
175.568	0.23599	0.21205
175.668	0.24393	0.21267
175.767	0.25199	0.2133
175.866	0.25952	0.21394
175.966	0.2666	0.21459
176.065	0.27387	0.21525
176.164	0.28248	0.21592
176.263	0.29341	0.21661
176.363	0.30695	0.21731
